cityid,cityname,lattitude,longitude
51548,"Konkan Bhavan,Thane,400614,MAHARASHTRA",19.02094078,73.03898621
51549,"Kasarvadavali,Thane,400615,MAHARASHTRA",19.23070526,72.97879791
51550,"Ghansoli,Thane,400701,MAHARASHTRA",19.12649727,73.00136566
51551,"Bokadvira,Raigarh(MH),400702,MAHARASHTRA",18.88104057,72.94470978
51552,"Chanje,Raigarh(MH),400702,MAHARASHTRA",18.88104057,72.94470978
51553,"Karanja,Raigarh(MH),400702,MAHARASHTRA",18.88104057,72.94470978
51554,"Kegaon,Raigarh(MH),400702,MAHARASHTRA",18.88104057,72.94470978
51555,"ONGC-dronagiri,Raigarh(MH),400702,MAHARASHTRA",18.88104057,72.94470978
51556,"Sheva,Raigarh(MH),400702,MAHARASHTRA",18.88104057,72.94470978
51557,"Uran,Raigarh(MH),400702,MAHARASHTRA",18.88104057,72.94470978
51558,"K.U.Bazar,Thane,400703,MAHARASHTRA",19.07777214,73.00038147
51559,"Sanpada,Thane,400703,MAHARASHTRA",19.07777214,73.00038147
51560,"Turbhe Market,Thane,400703,MAHARASHTRA",19.07777214,73.00038147
51561,"Turbhe,Thane,400703,MAHARASHTRA",19.07777214,73.00038147
51562,"Vashi (Thane),Thane,400703,MAHARASHTRA",19.07777214,73.00038147
51563,"Vashi Sec-26,Thane,400703,MAHARASHTRA",19.07777214,73.00038147
51564,"Vashi-VII,Thane,400703,MAHARASHTRA",19.07777214,73.00038147
51565,"Mora,Raigarh(MH),400704,MAHARASHTRA",19.07780075,72.89440155
51566,"N.S.Karanja,Raigarh(MH),400704,MAHARASHTRA",19.07780075,72.89440155
51567,"Darave,Thane,400706,MAHARASHTRA",19.01398659,73.0163269
51568,"Nerul Node-II,Thane,400706,MAHARASHTRA",19.01398659,73.0163269
51569,"Nerul Node-III,Thane,400706,MAHARASHTRA",19.01398659,73.0163269
51570,"Nerul Sec-48,Thane,400706,MAHARASHTRA",19.01398659,73.0163269
51571,"Jaskhar,Raigarh(MH),400707,MAHARASHTRA",18.90120888,72.9753952
51572,"Jnpt,Raigarh(MH),400707,MAHARASHTRA",18.90120888,72.9753952
51573,"Navghar,Raigarh(MH),400707,MAHARASHTRA",18.90120888,72.9753952
51574,"Airoli,Thane,400708,MAHARASHTRA",19.17357445,73.00418854
51575,"Airoli,Thane,400708,MAHARASHTRA",19.17357445,73.00418854
51576,"Kopar Khairne,Thane,400709,MAHARASHTRA",19.10142708,73.00386047
51577,"Millenium Business Park,Thane,400710,MAHARASHTRA",19.1084671,73.02077484
51578,"Bhayander West,Thane,401101,MAHARASHTRA",19.296278,72.85525513
51579,"Rai,Thane,401101,MAHARASHTRA",19.296278,72.85525513
51580,"Agarwadi,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51581,"Dahisar tymanor,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51582,"Datiware,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51583,"Dhekale,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51584,"Edwan,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51585,"Navghar,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51586,"Pargaon,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51587,"Tandulwadi,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51588,"Tembhikhodave,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51589,"Umbarpada,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51590,"Usarani,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51591,"Virathan Budruk,Thane,401102,MAHARASHTRA",19.49948311,72.80839539
51592,"Asangaon,Thane,401103,MAHARASHTRA",19.87446594,72.76268768
51593,"Bavada,Thane,401103,MAHARASHTRA",19.87446594,72.76268768
51594,"Chandigaon,Thane,401103,MAHARASHTRA",19.87446594,72.76268768
51595,"Gowane,Thane,401103,MAHARASHTRA",19.87446594,72.76268768
51596,"Vangaon,Thane,401103,MAHARASHTRA",19.87446594,72.76268768
51597,"Bhayander East,Thane,401105,MAHARASHTRA",19.31204224,72.8583374
51598,"Dongri,Thane,401106,MAHARASHTRA",19.28118134,72.82314301
51599,"Uttan,Thane,401106,MAHARASHTRA",19.28118134,72.82314301
51600,"Ghodbander,Thane,401107,MAHARASHTRA",19.27978516,72.8657608
51601,"Kashi,Thane,401107,MAHARASHTRA",19.27978516,72.8657608
51602,"Mira Road,Thane,401107,MAHARASHTRA",19.27978516,72.8657608
51603,"Mira,Thane,401107,MAHARASHTRA",19.27978516,72.8657608
51604,"Bassein,Thane,401201,MAHARASHTRA",19.35834312,72.80536652
51605,"Bhuigaon,Thane,401201,MAHARASHTRA",19.35834312,72.80536652
51606,"Girij,Thane,401201,MAHARASHTRA",19.35834312,72.80536652
51607,"Holi Bazar,Thane,401201,MAHARASHTRA",19.35834312,72.80536652
51608,"Kaular Budruk,Thane,401201,MAHARASHTRA",19.35834312,72.80536652
51609,"Mulgaon,Thane,401201,MAHARASHTRA",19.35834312,72.80536652
51610,"Saloli,Thane,401201,MAHARASHTRA",19.35834312,72.80536652
51611,"Bassein Road,Thane,401202,MAHARASHTRA",19.37794304,72.8269577
51612,"Umela,Thane,401202,MAHARASHTRA",19.37794304,72.8269577
51613,"Vasai Road E,Thane,401202,MAHARASHTRA",19.37794304,72.8269577
51614,"Gass,Thane,401203,MAHARASHTRA",19.42098618,72.81266785
51615,"Nala,Thane,401203,MAHARASHTRA",19.42098618,72.81266785
51616,"Sopara,Thane,401203,MAHARASHTRA",19.42098618,72.81266785
51617,"Umrale,Thane,401203,MAHARASHTRA",19.42098618,72.81266785
51618,"Kelthan,Thane,401204,MAHARASHTRA",19.49720573,73.03108978
51619,"Khaniwali,Thane,401204,MAHARASHTRA",19.49720573,73.03108978
51620,"Vajreshwari,Thane,401204,MAHARASHTRA",19.49720573,73.03108978
51621,"Vedhe,Thane,401204,MAHARASHTRA",19.49720573,73.03108978
51622,"Ganeshpuri,Thane,401206,MAHARASHTRA",19.00494385,73.11464691
51623,"Naigaon,Thane,401207,MAHARASHTRA",19.34403801,72.83412933
51624,"Papdi,Thane,401207,MAHARASHTRA",19.34403801,72.83412933
51625,"Gokhiware,Thane,401208,MAHARASHTRA",19.3847332,72.87532806
51626,"Juchandra,Thane,401208,MAHARASHTRA",19.3847332,72.87532806
51627,"Kaman,Thane,401208,MAHARASHTRA",19.3847332,72.87532806
51628,"Pelhar,Thane,401208,MAHARASHTRA",19.3847332,72.87532806
51629,"Rajawali,Thane,401208,MAHARASHTRA",19.3847332,72.87532806
51630,"Sasun Navghar,Thane,401208,MAHARASHTRA",19.3847332,72.87532806
51631,"Satiwai,Thane,401208,MAHARASHTRA",19.3847332,72.87532806
51632,"Valiv,Thane,401208,MAHARASHTRA",19.3847332,72.87532806
51633,"Vasai East IE,Thane,401208,MAHARASHTRA",19.3847332,72.87532806
51634,"Nallosapare E,Thane,401209,MAHARASHTRA",19.41711044,72.82719421
51635,"Agashi,Thane,401301,MAHARASHTRA",19.32512093,72.88607788
51636,"Chikhal Dongre,Thane,401301,MAHARASHTRA",19.32512093,72.88607788
51637,"Kophrad,Thane,401301,MAHARASHTRA",19.32512093,72.88607788
51638,"Vatar,Thane,401301,MAHARASHTRA",19.32512093,72.88607788
51639,"Arnala,Thane,401302,MAHARASHTRA",19.22807693,72.97034454
51640,"Bhatane,Thane,401303,MAHARASHTRA",19.44871521,72.81214905
51641,"Bolinj,Thane,401303,MAHARASHTRA",19.44871521,72.81214905
51642,"Chandansar,Thane,401303,MAHARASHTRA",19.44871521,72.81214905
51643,"Dahtsar T,Thane,401303,MAHARASHTRA",19.44871521,72.81214905
51644,"Khaniwade,Thane,401303,MAHARASHTRA",19.44871521,72.81214905
51645,"Mandvi,Thane,401303,MAHARASHTRA",19.44871521,72.81214905
51646,"Parol,Thane,401303,MAHARASHTRA",19.44871521,72.81214905
51647,"Saiwan,Thane,401303,MAHARASHTRA",19.44871521,72.81214905
51648,"Tilher,Thane,401303,MAHARASHTRA",19.44871521,72.81214905
51649,"Virar,Thane,401303,MAHARASHTRA",19.44871521,72.81214905
51650,"Kalamb,Thane,401304,MAHARASHTRA",19.3981781,72.78189087
51651,"Nirmal (Thane),Thane,401304,MAHARASHTRA",19.3981781,72.78189087
51652,"Virar East,Thane,401305,MAHARASHTRA",19.45202446,72.8170166
51653,"Kelwa Road,Thane,401401,MAHARASHTRA",NA,NA
51654,"Kelwa (Thane),Thane,401401,MAHARASHTRA",NA,NA
51655,"Kelwa-mahim,Thane,401402,MAHARASHTRA",19.64459229,72.72071838
51656,"Audhani,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51657,"Bandhan,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51658,"Bhopoli,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51659,"Durves,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51660,"Govade,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51661,"Kev,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51662,"Kondhan,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51663,"Kurze,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51664,"Manor,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51665,"Maswan,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51666,"Somta,Thane,401403,MAHARASHTRA",19.73359489,72.92679596
51667,"Palghar,Thane,401404,MAHARASHTRA",19.66600609,72.79309845
51668,"Dapoli,Thane,401405,MAHARASHTRA",19.72211266,72.70131683
51669,"Katale,Thane,401405,MAHARASHTRA",19.72211266,72.70131683
51670,"Kharekuran,Thane,401405,MAHARASHTRA",19.72211266,72.70131683
51671,"Nadore,Thane,401405,MAHARASHTRA",19.72211266,72.70131683
51672,"Nihe,Thane,401405,MAHARASHTRA",19.72211266,72.70131683
51673,"Satpati,Thane,401405,MAHARASHTRA",19.72211266,72.70131683
51674,"Shirgaon,Thane,401405,MAHARASHTRA",19.72211266,72.70131683
51675,"Tembhode,Thane,401405,MAHARASHTRA",19.72211266,72.70131683
51676,"Veur,Thane,401405,MAHARASHTRA",19.72211266,72.70131683
51677,"Akkarpatti,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51678,"Bategaon,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51679,"Boisar,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51680,"Dandi,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51681,"Kumbhawali,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51682,"Mahagaon,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51683,"Murbe,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51684,"Nanapur,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51685,"Nandgaon Tarapur,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51686,"Sarawali,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51687,"Shigaon,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51688,"Umroli,Thane,401501,MAHARASHTRA",19.77391243,72.87766266
51689,"Dahisar Tarapur,Thane,401502,MAHARASHTRA",19.84708214,72.70642853
51690,"Ghiwali,Thane,401502,MAHARASHTRA",19.84708214,72.70642853
51691,"Kudan,Thane,401502,MAHARASHTRA",19.84708214,72.70642853
51692,"Tarapur (Thane),Thane,401502,MAHARASHTRA",19.84708214,72.70642853
51693,"Vengani,Thane,401502,MAHARASHTRA",19.84708214,72.70642853
51694,"Chinchani,Thane,401503,MAHARASHTRA",19.87598801,72.68268585
51695,"Tanashi,Thane,401503,MAHARASHTRA",19.87598801,72.68268585
51696,"Vadhavan,Thane,401503,MAHARASHTRA",19.87598801,72.68268585
51697,"Varor,Thane,401503,MAHARASHTRA",19.87598801,72.68268585
51698,"Parnali,Thane,401504,MAHARASHTRA",19.80467796,72.73339844
51699,"Salwad,Thane,401504,MAHARASHTRA",19.80467796,72.73339844
51700,"Tarapur App,Thane,401504,MAHARASHTRA",19.80467796,72.73339844
51701,"Tarapur Ti,Thane,401506,MAHARASHTRA",19.78160667,72.78890228
51702,"Badapokharan,Thane,401601,MAHARASHTRA",19.9773941,72.74823761
51703,"Dahanu,Thane,401601,MAHARASHTRA",19.9773941,72.74823761
51704,"Narpad,Thane,401601,MAHARASHTRA",19.9773941,72.74823761
51705,"Agawan,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51706,"Ashagad,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51707,"Bapugaon,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51708,"Charoti,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51709,"Chikhale,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51710,"Dahanu Road,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51711,"Ganjad,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51712,"Jamshet,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51713,"Kainad,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51714,"Karaj Gaon,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51715,"Nikane,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51716,"Ranshet,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51717,"Saiwan,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51718,"Sawata,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51719,"Urse,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51720,"Waki,Thane,401602,MAHARASHTRA",19.97995567,72.8021698
51721,"Dabheri,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51722,"Dehere,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51723,"Dengachimet,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51724,"Dhanoshi,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51725,"Jamsar,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51726,"Jawhar,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51727,"Karhe,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51728,"Khuded,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51729,"Kogade,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51730,"Nandgaon,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51731,"Nyhale Budruk,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51732,"Nyhale Khurdh,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51733,"Pathardi,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51734,"Pimpalshet,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51735,"Sakhare,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51736,"Sakharshet,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51737,"Sankhare,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51738,"Shiroshi,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51739,"Valvande,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51740,"Zap,Thane,401603,MAHARASHTRA",19.94182968,73.19418335
51741,"Ase,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51742,"Beriste,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51743,"Chas,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51744,"Dolhara,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51745,"Gomghar,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51746,"Kharegaon,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51747,"Khodale,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51748,"Koch,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51749,"Mokhada,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51750,"Morhanda,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51751,"Poshera,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51752,"Udhale,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51753,"Vashala,Thane,401604,MAHARASHTRA",19.88280296,73.35843658
51754,"Dadade,Thane,401605,MAHARASHTRA",19.77932549,73.0914917
51755,"Khoste,Thane,401605,MAHARASHTRA",19.77932549,73.0914917
51756,"Medhi,Thane,401605,MAHARASHTRA",19.77932549,73.0914917
51757,"Ondhe,Thane,401605,MAHARASHTRA",19.77932549,73.0914917
51758,"Sukhasale,Thane,401605,MAHARASHTRA",19.77932549,73.0914917
51759,"Vikramgad,Thane,401605,MAHARASHTRA",19.77932549,73.0914917
51760,"Acchad,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51761,"Dabhadi,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51762,"Dhaniwari,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51763,"Dhundalwadi,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51764,"Dongri,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51765,"Girgaon,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51766,"Kochai,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51767,"Kurze,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51768,"Modgaon,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51769,"Talasari,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51770,"Udhave,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51771,"Uplat,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51772,"Vevji,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51773,"Zari,Thane,401606,MAHARASHTRA",20.19127083,72.835495
51774,"Kasa Budruk,Thane,401607,MAHARASHTRA",19.90855408,72.95350647
51775,"Kasa,Thane,401607,MAHARASHTRA",19.90855408,72.95350647
51776,"Rankol,Thane,401607,MAHARASHTRA",19.90855408,72.95350647
51777,"Talawada,Thane,401607,MAHARASHTRA",19.90855408,72.95350647
51778,"Tawa,Thane,401607,MAHARASHTRA",19.90855408,72.95350647
51779,"Veti,Thane,401607,MAHARASHTRA",19.90855408,72.95350647
51780,"Dahanu TPS,Thane,401608,MAHARASHTRA",19.97066689,72.74571991
51781,"Suryanagar (Thane),Thane,401609,MAHARASHTRA",NA,NA
51782,"Dapchari,Thane,401610,MAHARASHTRA",20.0708046,72.90940857
51783,"Bordi,Thane,401701,MAHARASHTRA",NA,NA
51784,"Borigaon,Thane,401701,MAHARASHTRA",NA,NA
51785,"Gholvad,Thane,401702,MAHARASHTRA",20.08457375,72.72836304
51786,"Kosbad-hill,Thane,401703,MAHARASHTRA",NA,NA
51787,"Ambet,Raigarh(MH),402101,MAHARASHTRA",NA,NA
51788,"Limpniwave,Raigarh(MH),402101,MAHARASHTRA",NA,NA
51789,"Pangloli,Raigarh(MH),402101,MAHARASHTRA",NA,NA
51790,"Sanderi,Raigarh(MH),402101,MAHARASHTRA",NA,NA
51791,"Dabhol,Raigarh(MH),402102,MAHARASHTRA",18.09632492,73.34735107
51792,"Dasgaon,Raigarh(MH),402102,MAHARASHTRA",18.09632492,73.34735107
51793,"TolBudruk,Raigarh(MH),402102,MAHARASHTRA",18.09632492,73.34735107
51794,"Veer,Raigarh(MH),402102,MAHARASHTRA",18.09632492,73.34735107
51795,"Adhi,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51796,"Devali,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51797,"Goregaon (Raigarh(MH)),Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51798,"Harkol,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51799,"Lonere,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51800,"Mangarul,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51801,"Nagaon,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51802,"Nandvi,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51803,"Panhalghar,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51804,"Purar,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51805,"Usarghar,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51806,"Wadvali,Raigarh(MH),402103,MAHARASHTRA",18.14878845,73.29428101
51807,"Bamnoli,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51808,"Hodgaon,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51809,"Kavil Vahal,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51810,"Kharavali,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51811,"Lonshi,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51812,"Mangaon (Raigarh(MH)),Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51813,"Palasgaon Khurd,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51814,"Pen Tarfe Tale,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51815,"Talegaon Tarfe Goregaon,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51816,"Tempale,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51817,"Unegaon,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51818,"Usar Khurd,Raigarh(MH),402104,MAHARASHTRA",18.23653412,73.28334808
51819,"Chikhlap,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51820,"Gondghar,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51821,"Kelte,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51822,"Khamgaon,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51823,"Kharsai,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51824,"Kolwat,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51825,"Majgaon Tamhane,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51826,"Mendadi,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51827,"Mhasla,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
