cityid,cityname,lattitude,longitude
51828,"Pabhre,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51829,"Salvinde,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51830,"Talavade,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51831,"Varvatane,Raigarh(MH),402105,MAHARASHTRA",18.18132591,73.12232208
51832,"Amtem,Raigarh(MH),402106,MAHARASHTRA",18.53444672,73.15120697
51833,"Bense,Raigarh(MH),402106,MAHARASHTRA",18.53444672,73.15120697
51834,"Nagothane,Raigarh(MH),402106,MAHARASHTRA",18.53444672,73.15120697
51835,"Palas,Raigarh(MH),402106,MAHARASHTRA",18.53444672,73.15120697
51836,"Pigonde,Raigarh(MH),402106,MAHARASHTRA",18.53444672,73.15120697
51837,"Wakanfata,Raigarh(MH),402106,MAHARASHTRA",18.53444672,73.15120697
51838,"Ambeghar,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51839,"Balavali,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51840,"Dadar,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51841,"Dolvi,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51842,"Gadab,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51843,"Gagode Budruk,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51844,"Hamrapur,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51845,"Jite,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51846,"Johe,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51847,"Kamarli,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51848,"Kandale,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51849,"Kasu,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51850,"Kharpale,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51851,"Koproli,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51852,"Pabal,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51853,"Pen,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51854,"Ransai,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51855,"Rave,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51856,"Sawarsai,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51857,"Shirki,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51858,"Sonkhar,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51859,"Tarankhop,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51860,"Vadhav,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51861,"Vadkhal,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51862,"Varsai,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51863,"Washi,Raigarh(MH),402107,MAHARASHTRA",18.73771858,73.09764862
51864,"Kurdus,Raigarh(MH),402108,MAHARASHTRA",18.65943909,73.0189209
51865,"Kusumbale,Raigarh(MH),402108,MAHARASHTRA",18.65943909,73.0189209
51866,"Poynad,Raigarh(MH),402108,MAHARASHTRA",18.65943909,73.0189209
51867,"Shahabaj,Raigarh(MH),402108,MAHARASHTRA",18.65943909,73.0189209
51868,"Shahapur,Raigarh(MH),402108,MAHARASHTRA",18.65943909,73.0189209
51869,"Ashtami,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51870,"Bhalgaon,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51871,"Chandgaon,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51872,"Chanera,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51873,"Chordhe,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51874,"Dhamansai,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51875,"Ghosale,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51876,"Khaire Budruk,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51877,"Khargaon,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51878,"Kokban,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51879,"Medha,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51880,"Nhave,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51881,"Pingalsai,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51882,"Roha,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51883,"Sanegaon,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51884,"Sarsoli,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51885,"Shedsai,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51886,"Shenwai,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51887,"Tambadi,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51888,"Virjoli,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51889,"Wali,Raigarh(MH),402109,MAHARASHTRA",18.43718719,73.1153717
51890,"Bhoste,Raigarh(MH),402110,MAHARASHTRA",18.0512886,73.02680969
51891,"Galsure,Raigarh(MH),402110,MAHARASHTRA",18.0512886,73.02680969
51892,"Hareshwar,Raigarh(MH),402110,MAHARASHTRA",18.0512886,73.02680969
51893,"Jasawali,Raigarh(MH),402110,MAHARASHTRA",18.0512886,73.02680969
51894,"Ranawali,Raigarh(MH),402110,MAHARASHTRA",18.0512886,73.02680969
51895,"Saigaon,Raigarh(MH),402110,MAHARASHTRA",18.0512886,73.02680969
51896,"Shriwardhan,Raigarh(MH),402110,MAHARASHTRA",18.0512886,73.02680969
51897,"Vadghar,Raigarh(MH),402110,MAHARASHTRA",18.0512886,73.02680969
51898,"Vadshetvave,Raigarh(MH),402110,MAHARASHTRA",18.0512886,73.02680969
51899,"Bhonang,Raigarh(MH),402111,MAHARASHTRA",18.28953171,73.13932037
51900,"Borghar Haveli,Raigarh(MH),402111,MAHARASHTRA",18.28953171,73.13932037
51901,"Mandad,Raigarh(MH),402111,MAHARASHTRA",18.28953171,73.13932037
51902,"Pitsai,Raigarh(MH),402111,MAHARASHTRA",18.28953171,73.13932037
51903,"Rahatad,Raigarh(MH),402111,MAHARASHTRA",18.28953171,73.13932037
51904,"Tala (Raigarh(MH)),Raigarh(MH),402111,MAHARASHTRA",18.28953171,73.13932037
51905,"Talegaon,Raigarh(MH),402111,MAHARASHTRA",18.28953171,73.13932037
51906,"Tokarde,Raigarh(MH),402111,MAHARASHTRA",18.28953171,73.13932037
51907,"Mahagaon,Raigarh(MH),402112,MAHARASHTRA",18.46899986,72.93489838
51908,"Muthavali Tarfe Tala,Raigarh(MH),402112,MAHARASHTRA",18.46899986,72.93489838
51909,"Ratwad,Raigarh(MH),402112,MAHARASHTRA",18.46899986,72.93489838
51910,"Talashet,Raigarh(MH),402112,MAHARASHTRA",18.46899986,72.93489838
51911,"Wavediwali,Raigarh(MH),402112,MAHARASHTRA",18.46899986,72.93489838
51912,"Wighawali,Raigarh(MH),402112,MAHARASHTRA",18.46899986,72.93489838
51913,"Aravi,Raigarh(MH),402113,MAHARASHTRA",18.06712341,73.01177216
51914,"Chikhlap,Raigarh(MH),402113,MAHARASHTRA",18.06712341,73.01177216
51915,"Shekhadi,Raigarh(MH),402113,MAHARASHTRA",18.06712341,73.01177216
51916,"Walwati,Raigarh(MH),402113,MAHARASHTRA",18.06712341,73.01177216
51917,"Bagmandla,Raigarh(MH),402114,MAHARASHTRA",NA,NA
51918,"Kolmandla,Raigarh(MH),402114,MAHARASHTRA",NA,NA
51919,"Jui Budruk,Raigarh(MH),402115,MAHARASHTRA",18.46899986,72.93489838
51920,"Narvan,Raigarh(MH),402115,MAHARASHTRA",18.46899986,72.93489838
51921,"Ravdhal,Raigarh(MH),402115,MAHARASHTRA",18.46899986,72.93489838
51922,"Upper Tudul,Raigarh(MH),402115,MAHARASHTRA",18.46899986,72.93489838
51923,"Walang,Raigarh(MH),402115,MAHARASHTRA",18.46899986,72.93489838
51924,"Roha AV,Raigarh(MH),402116,MAHARASHTRA",18.42975235,73.16202545
51925,"Roth Khurd,Raigarh(MH),402116,MAHARASHTRA",18.42975235,73.16202545
51926,"Dahivali,Raigarh(MH),402117,MAHARASHTRA",NA,NA
51927,"Degaon,Raigarh(MH),402117,MAHARASHTRA",NA,NA
51928,"Morba,Raigarh(MH),402117,MAHARASHTRA",NA,NA
51929,"Bhale,Raigarh(MH),402120,MAHARASHTRA",18.31941414,73.30095673
51930,"Borwadi,Raigarh(MH),402120,MAHARASHTRA",18.31941414,73.30095673
51931,"Jite,Raigarh(MH),402120,MAHARASHTRA",18.31941414,73.30095673
51932,"Koste Khurd,Raigarh(MH),402120,MAHARASHTRA",18.31941414,73.30095673
51933,"Nizampur (Raigarh(MH)),Raigarh(MH),402120,MAHARASHTRA",18.31941414,73.30095673
51934,"Shirawali,Raigarh(MH),402120,MAHARASHTRA",18.31941414,73.30095673
51935,"Chandore,Raigarh(MH),402122,MAHARASHTRA",NA,NA
51936,"Govele,Raigarh(MH),402122,MAHARASHTRA",NA,NA
51937,"Manjaravane,Raigarh(MH),402122,MAHARASHTRA",NA,NA
51938,"Sai,Raigarh(MH),402122,MAHARASHTRA",NA,NA
51939,"PCTS Nagothane,Raigarh(MH),402125,MAHARASHTRA",NA,NA
51940,"Ainghar,Raigarh(MH),402126,MAHARASHTRA",18.49261856,73.18038177
51941,"Pipenagar,Raigarh(MH),402126,MAHARASHTRA",18.49261856,73.18038177
51942,"Alibag,Raigarh(MH),402201,MAHARASHTRA",18.65806961,72.88134003
51943,"Borlimandla,Raigarh(MH),402202,MAHARASHTRA",18.58483315,72.91031647
51944,"Korlai,Raigarh(MH),402202,MAHARASHTRA",18.58483315,72.91031647
51945,"Revdanda,Raigarh(MH),402202,MAHARASHTRA",18.58483315,72.91031647
51946,"Vikram Baug,Raigarh(MH),402202,MAHARASHTRA",18.58483315,72.91031647
51947,"Walke,Raigarh(MH),402202,MAHARASHTRA",18.58483315,72.91031647
51948,"Agrav,Raigarh(MH),402203,MAHARASHTRA",18.56720543,72.93167877
51949,"Bapale,Raigarh(MH),402203,MAHARASHTRA",18.56720543,72.93167877
51950,"Chaul,Raigarh(MH),402203,MAHARASHTRA",18.56720543,72.93167877
51951,"Chinchoti,Raigarh(MH),402203,MAHARASHTRA",18.56720543,72.93167877
51952,"Malyan,Raigarh(MH),402203,MAHARASHTRA",18.56720543,72.93167877
51953,"Ramraj,Raigarh(MH),402203,MAHARASHTRA",18.56720543,72.93167877
51954,"Sudkoli,Raigarh(MH),402203,MAHARASHTRA",18.56720543,72.93167877
51955,"Usar,Raigarh(MH),402203,MAHARASHTRA",18.56720543,72.93167877
51956,"Akshi,Raigarh(MH),402204,MAHARASHTRA",18.63186455,72.8911972
51957,"Bamangaon,Raigarh(MH),402204,MAHARASHTRA",18.63186455,72.8911972
51958,"Nagaon,Raigarh(MH),402204,MAHARASHTRA",18.63186455,72.8911972
51959,"Thal (Raigarh(MH)),Raigarh(MH),402207,MAHARASHTRA",NA,NA
51960,"Awas,Raigarh(MH),402208,MAHARASHTRA",NA,NA
51961,"Chondhi,Raigarh(MH),402208,MAHARASHTRA",NA,NA
51962,"Dhokawade,Raigarh(MH),402208,MAHARASHTRA",NA,NA
51963,"Kihim,Raigarh(MH),402208,MAHARASHTRA",NA,NA
51964,"Mapgaon,Raigarh(MH),402208,MAHARASHTRA",NA,NA
51965,"Navadar Navagaon,Raigarh(MH),402208,MAHARASHTRA",NA,NA
51966,"RCF Thal,Raigarh(MH),402208,MAHARASHTRA",NA,NA
51967,"Sasawane,Raigarh(MH),402208,MAHARASHTRA",NA,NA
51968,"Zirad,Raigarh(MH),402208,MAHARASHTRA",NA,NA
51969,"Hashiware,Raigarh(MH),402209,MAHARASHTRA",18.76405334,72.94470978
51970,"Kamarle,Raigarh(MH),402209,MAHARASHTRA",18.76405334,72.94470978
51971,"Khandale,Raigarh(MH),402209,MAHARASHTRA",18.76405334,72.94470978
51972,"Kurul,Raigarh(MH),402209,MAHARASHTRA",18.76405334,72.94470978
51973,"Kurul RCF Colony,Raigarh(MH),402209,MAHARASHTRA",18.76405334,72.94470978
51974,"Narangi,Raigarh(MH),402209,MAHARASHTRA",18.76405334,72.94470978
51975,"Saral,Raigarh(MH),402209,MAHARASHTRA",18.76405334,72.94470978
51976,"Varsoli,Raigarh(MH),402209,MAHARASHTRA",18.76405334,72.94470978
51977,"Veshvi,Raigarh(MH),402209,MAHARASHTRA",18.76405334,72.94470978
51978,"Ambivali,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51979,"Chandhave Budruk,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51980,"Chochinde,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51981,"Dharavali,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51982,"Gondale,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51983,"Kalavali,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51984,"Karanjadi,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51985,"Kemburli,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51986,"Kinjaloli Budruk,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51987,"Kotheri,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51988,"Kurle,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51989,"Mahad,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51990,"Mumurshi,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51991,"Nagaon,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51992,"Natondi,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51993,"Navipeth Mahad,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51994,"Revtale,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51995,"Salvadnaka Mahad No Dly.,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51996,"Sav,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51997,"Sawad,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51998,"Underi,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
51999,"Wahoor,Raigarh(MH),402301,MAHARASHTRA",18.08180618,73.42250824
52000,"Bhave,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52001,"Birwadi,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52002,"Dahivad,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52003,"Dapoli,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52004,"Dhamne,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52005,"Jite,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52006,"Mangrun,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52007,"Mohot,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52008,"Nigade,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52009,"Wagholi,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52010,"Waki Budruk,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52011,"Walan Budruk,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52012,"Walan Khurd,Raigarh(MH),402302,MAHARASHTRA",18.10191536,73.50003052
52013,"Adavale Budruk,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52014,"Borghar,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52015,"Chambhargani,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52016,"Deopur,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52017,"Devla,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52018,"Dhamandevi,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52019,"Divil,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52020,"Golegani,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52021,"Kapade Budruk,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52022,"Kondhavi,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52023,"Kotwal Budruk,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52024,"Lohare,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52025,"Mahargul,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52026,"Ombali,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52027,"Paithan,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52028,"Palchil,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52029,"Poladpur,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52030,"Sadavali,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52031,"Sakhar,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52032,"Turbhe Khurd,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52033,"Wakan,Raigarh(MH),402303,MAHARASHTRA",17.9678154,73.47071075
52034,"Chinchwali Tarfe Atone,Raigarh(MH),402304,MAHARASHTRA",18.40342903,73.21785736
52035,"Devkanhe,Raigarh(MH),402304,MAHARASHTRA",18.40342903,73.21785736
52036,"Khamb,Raigarh(MH),402304,MAHARASHTRA",18.40342903,73.21785736
52037,"Kolad,Raigarh(MH),402304,MAHARASHTRA",18.40342903,73.21785736
52038,"Pugaon,Raigarh(MH),402304,MAHARASHTRA",18.40342903,73.21785736
52039,"Talawali Terfe Diwali,Raigarh(MH),402304,MAHARASHTRA",18.40342903,73.21785736
52040,"Achloli,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52041,"Khardi,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52042,"Kolose,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52043,"Konzar,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52044,"Mandle,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52045,"Nate,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52046,"Pachad,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52047,"Sandoshi,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52048,"Savrat,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52049,"Taloshi,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52050,"Tetghar,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52051,"Varandoli,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52052,"Wagheri,Raigarh(MH),402305,MAHARASHTRA",18.23465919,73.41802216
52053,"Barasgaon,Raigarh(MH),402306,MAHARASHTRA",18.13228989,73.57132721
52054,"Kumbheshivthar,Raigarh(MH),402306,MAHARASHTRA",18.13228989,73.57132721
52055,"Mazeri,Raigarh(MH),402306,MAHARASHTRA",18.13228989,73.57132721
52056,"Padvi,Raigarh(MH),402306,MAHARASHTRA",18.13228989,73.57132721
52057,"Taliye,Raigarh(MH),402306,MAHARASHTRA",18.13228989,73.57132721
52058,"Varandh,Raigarh(MH),402306,MAHARASHTRA",18.13228989,73.57132721
52059,"Ambavade,Raigarh(MH),402307,MAHARASHTRA",18.08260918,73.43647766
52060,"Kavale,Raigarh(MH),402307,MAHARASHTRA",18.08260918,73.43647766
52061,"Pangari,Raigarh(MH),402307,MAHARASHTRA",18.08260918,73.43647766
52062,"Tamhane,Raigarh(MH),402307,MAHARASHTRA",18.08260918,73.43647766
52063,"Vinhere,Raigarh(MH),402307,MAHARASHTRA",18.08260918,73.43647766
52064,"Bhira (Raigarh(MH)),Raigarh(MH),402308,MAHARASHTRA",18.41608429,73.36050415
52065,"Jamgaon,Raigarh(MH),402308,MAHARASHTRA",18.41608429,73.36050415
52066,"Kudli,Raigarh(MH),402308,MAHARASHTRA",18.41608429,73.36050415
52067,"Patnus,Raigarh(MH),402308,MAHARASHTRA",18.41608429,73.36050415
52068,"Vile,Raigarh(MH),402308,MAHARASHTRA",18.41608429,73.36050415
52069,"Kamble Tarfe Birwadi,Raigarh(MH),402309,MAHARASHTRA",18.09852028,73.46775818
52070,"Kamble Tarfe Mahad,Raigarh(MH),402309,MAHARASHTRA",18.09852028,73.46775818
52071,"Kusgaon,Raigarh(MH),402309,MAHARASHTRA",18.09852028,73.46775818
52072,"Midc Mahad,Raigarh(MH),402309,MAHARASHTRA",18.09852028,73.46775818
52073,"Rajewadi,Raigarh(MH),402309,MAHARASHTRA",18.09852028,73.46775818
52074,"Agardanda,Raigarh(MH),402401,MAHARASHTRA",18.30359077,72.98622894
52075,"Janjira Murud,Raigarh(MH),402401,MAHARASHTRA",18.30359077,72.98622894
52076,"Kashid,Raigarh(MH),402401,MAHARASHTRA",18.30359077,72.98622894
52077,"Mazgaon,Raigarh(MH),402401,MAHARASHTRA",18.30359077,72.98622894
52078,"Nandgaon,Raigarh(MH),402401,MAHARASHTRA",18.30359077,72.98622894
52079,"Rajapuri,Raigarh(MH),402401,MAHARASHTRA",18.30359077,72.98622894
52080,"Savli,Raigarh(MH),402401,MAHARASHTRA",18.30359077,72.98622894
52081,"Shighre,Raigarh(MH),402401,MAHARASHTRA",18.30359077,72.98622894
52082,"Usroli,Raigarh(MH),402401,MAHARASHTRA",18.30359077,72.98622894
52083,"Vihoor,Raigarh(MH),402401,MAHARASHTRA",18.30359077,72.98622894
52084,"Dighi,Raigarh(MH),402402,MAHARASHTRA",NA,NA
52085,"Kudgaon,Raigarh(MH),402402,MAHARASHTRA",NA,NA
52086,"Adgaon,Raigarh(MH),402403,MAHARASHTRA",18.17090988,73.00450134
52087,"Borlipanchatan,Raigarh(MH),402403,MAHARASHTRA",18.17090988,73.00450134
52088,"Sarve,Raigarh(MH),402403,MAHARASHTRA",18.17090988,73.00450134
52089,"Velas,Raigarh(MH),402403,MAHARASHTRA",18.17090988,73.00450134
52090,"Wadwali,Raigarh(MH),402403,MAHARASHTRA",18.17090988,73.00450134
52091,"Bharadkhol,Raigarh(MH),402404,MAHARASHTRA",NA,NA
52092,"Dandguri,Raigarh(MH),402404,MAHARASHTRA",NA,NA
52093,"Diveagar,Raigarh(MH),402404,MAHARASHTRA",NA,NA
52094,"Nagloli,Raigarh(MH),402404,MAHARASHTRA",NA,NA
